Episode,Avg Reward,Steps,Total Reward,Q-MSE
1,-1.0,1,-1,2.5000000000000005e-05
2,-1.0,11,-2,5.000000000000001e-05
3,-1.0,58,-3,7.500000000000002e-05
4,-1.0,5,-4,0.00010000000000000002
5,-1.0,5,-5,0.000170113125
6,-1.0,19,-6,0.00019511312500000003
7,-1.0,24,-7,0.00022011312500000004
8,-1.0,10,-8,0.000245113125
9,-1.0,16,-9,0.00027011312500000004
10,-1.0,6,-10,0.00034022625
11,-1.0,32,-11,0.00036522625000000005
12,-1.0,22,-12,0.0003902213140625001
13,-1.0,1,-13,0.0004985777203125
14,-1.0,45,-14,0.0005235777203125
15,-1.0,40,-15,0.0005485777203125
16,-1.0,22,-16,0.0005735777203125
17,-1.0,31,-17,0.0005985777203125001
18,-1.0,43,-18,0.0006235732656289064
19,-1.0,9,-19,0.0006485732656289063
20,-1.0,32,-20,0.0007896455955546875
21,-1.0,65,-21,0.0008146415752027443
22,-1.0,29,-22,0.0008396415752027443
23,-1.0,3,-23,0.001008009665304512
24,-1.0,6,-24,0.0010330096653045117
25,-1.0,46,-25,0.001057941731145173
26,-1.0,17,-26,0.0011280170330044018
27,-1.0,12,-27,0.0011981300846048855
28,-1.0,50,-28,0.0012231300183618225
29,-1.0,56,-29,0.0012481251251555828
30,-1.0,6,-30,0.0013182381962001937
31,-1.0,25,-31,0.0014267524760838719
32,-1.0,40,-32,0.001535442967424432
33,-1.0,55,-33,0.0015604263618115093
34,-1.0,34,-34,0.0016304861978123375
35,-1.0,82,-35,0.00165542562139605
36,-1.0,25,-36,0.0017255273162217338
37,-1.0,7,-37,0.0018670253367462264
38,-1.0,48,-38,0.0018919953547566703
39,-1.0,57,-39,0.0019168460630395734
40,-1.0,23,-40,0.0019418206603618714
41,-1.0,15,-41,0.00201185612752887
42,-1.0,59,-42,0.002081941809284266
43,-0.9767441860465116,100,-42,0.002081839721018602
44,-0.9772727272727273,1,-43,0.002271852142761182
45,-0.9777777777777777,26,-44,0.002341904836353539
46,-0.9782608695652174,42,-45,0.0024119531247460625
47,-0.9787234042553191,80,-46,0.0025529531691306324
48,-0.9583333333333334,100,-46,0.00255284767200604
49,-0.9387755102040817,100,-46,0.002552800162630484
50,-0.92,100,-46,0.0025527236897953088
51,-0.9019607843137255,100,-46,0.00255268038086932
52,-0.8846153846153846,100,-46,0.002552614852562583
53,-0.8679245283018868,100,-46,0.002552547606174338
54,-0.8518518518518519,100,-46,0.0025524894628677804
55,-0.8363636363636363,100,-46,0.0025524510454888157
56,-0.8214285714285714,100,-46,0.0025523741701602397
57,-0.8245614035087719,81,-47,0.002660882501401883
58,-0.8103448275862069,100,-47,0.002660848374085651
59,-0.7966101694915254,100,-47,0.0026607763302462133
60,-0.8,7,-48,0.00276930551034358
61,-0.7868852459016393,100,-48,0.0027692862292756698
62,-0.7903225806451613,56,-49,0.002839359866001457
63,-0.7936507936507936,50,-50,0.0029094471631796485
64,-0.796875,85,-51,0.0030504302436866965
65,-0.7846153846153846,100,-51,0.003050403936219581
66,-0.7727272727272727,100,-51,0.003050337564221093
67,-0.7611940298507462,100,-51,0.0030502855434746544
