Episode,Avg Reward,Steps,Total Reward,Q-MSE
1,-1.0,7,-1,1e-06
2,-1.0,1,-2,2e-06
3,-1.0,32,-3,3e-06
4,-1.0,16,-4,4e-06
5,-1.0,29,-5,5e-06
6,-1.0,37,-6,6e-06
7,-1.0,4,-7,8.9601e-06
8,-1.0,15,-8,9.960100000000001e-06
9,-1.0,26,-9,1.0960100000000002e-05
10,-1.0,12,-10,1.1960100000000001e-05
11,-1.0,10,-11,1.2960100000000001e-05
12,-1.0,72,-12,1.3960100000000002e-05
13,-1.0,4,-13,1.8821494010000003e-05
14,-1.0,6,-14,2.1781594010000005e-05
15,-1.0,19,-15,2.2781594010000002e-05
16,-1.0,27,-16,2.378159401e-05
17,-1.0,5,-17,3.0486844279200994e-05
18,-1.0,19,-18,3.148684427920099e-05
19,-1.0,28,-19,3.4446944279200997e-05
20,-0.95,100,-19,3.4446944279200997e-05
21,-0.9523809523809523,20,-20,3.7407044279200996e-05
22,-0.9545454545454546,26,-21,3.8407044279201e-05
23,-0.9565217391304348,40,-22,3.9407044279201003e-05
24,-0.9583333333333334,5,-23,4.79000520880449e-05
25,-0.96,24,-24,5.2761446098044896e-05
26,-0.9615384615384616,4,-25,6.298742315129281e-05
27,-0.9629629629629629,41,-26,6.398742315129281e-05
28,-0.9642857142857143,33,-27,6.69475231512928e-05
29,-0.9655172413793104,3,-28,7.885296355998309e-05
30,-0.9666666666666667,32,-29,7.985296355998308e-05
31,-0.967741935483871,96,-30,8.08529635599831e-05
32,-0.96875,70,-31,8.185296355998309e-05
33,-0.9696969696969697,15,-32,8.855821382918408e-05
34,-0.9705882352941176,28,-33,8.955821382918408e-05
35,-0.9714285714285714,57,-34,9.055821382918409e-05
36,-0.9722222222222222,7,-35,9.541960783918409e-05
37,-0.972972972972973,6,-36,0.00010895226067955541
38,-0.9736842105263158,56,-37,0.00010995226067955541
39,-0.9743589743589743,10,-38,0.00011481365468955542
40,-0.975,17,-39,0.00011777375468955542
41,-0.975609756097561,33,-40,0.00011877375468955542
42,-0.9761904761904762,2,-41,0.00013388259712725917
43,-0.9767441860465116,63,-42,0.0001348825971272592
44,-0.9772727272727273,40,-43,0.0001515178080954199
45,-0.9777777777777777,18,-44,0.00015447790809541988
46,-0.9782608695652174,63,-45,0.00015547790809541988
47,-0.9787234042553191,24,-46,0.00015647790809541988
48,-0.9791666666666666,46,-47,0.00017459084251533183
49,-0.9795918367346939,1,-48,0.000194134006048805
50,-0.96,100,-48,0.000194134006048805
51,-0.9607843137254902,13,-49,0.00019899540005880497
52,-0.9615384615384616,41,-50,0.00020195550005880497
53,-0.9622641509433962,28,-51,0.00020295550005880496
54,-0.9629629629629629,57,-52,0.00020591560005880498
55,-0.9636363636363636,1,-53,0.00022684262438139426
56,-0.9642857142857143,6,-54,0.00024910824296596197
57,-0.9649122807017544,33,-55,0.000250108242965962
58,-0.9655172413793104,11,-56,0.000256813493235163
59,-0.9661016949152542,99,-57,0.000261674887245163
60,-0.9666666666666667,3,-58,0.000264634987245163
61,-0.9672131147540983,40,-59,0.00028819501164543574
62,-0.967741935483871,30,-60,0.0002911551116454357
63,-0.9682539682539683,36,-61,0.00029215511164543573
64,-0.96875,33,-62,0.00029701650565543575
65,-0.9692307692307692,47,-63,0.0003037217559246367
66,-0.9696969696969697,39,-64,0.0003085831499346367
67,-0.9701492537313433,49,-65,0.0003095831499346367
68,-0.9705882352941176,27,-66,0.00031058314993463666
69,-0.9565217391304348,100,-66,0.00031058314993463666
70,-0.9571428571428572,52,-67,0.0003353944465586266
71,-0.9577464788732394,9,-68,0.0003614149139219889
72,-0.9583333333333334,38,-69,0.0003624149139219889
73,-0.958904109589041,45,-70,0.00036341491392198887
74,-0.9594594594594594,32,-71,0.0003644149139219889
75,-0.96,24,-72,0.0003673750139219889
76,-0.9605263157894737,27,-73,0.0003703351139219889
77,-0.961038961038961,74,-74,0.0003713351139219889
78,-0.9615384615384616,9,-75,0.0003985236603715881
79,-0.9620253164556962,6,-76,0.0004268401822697405
80,-0.9625,58,-77,0.00043533319007858437
81,-0.9629629629629629,7,-78,0.0004647385504386347
82,-0.9634146341463414,14,-79,0.0004676986504386347
83,-0.963855421686747,59,-80,0.0004706587504386347
84,-0.9642857142857143,14,-81,0.0004773640007078356
85,-0.9647058823529412,38,-82,0.00048222539471783565
86,-0.9651162790697675,23,-83,0.0004907184025266795
87,-0.9655172413793104,68,-84,0.0004974236527958806
88,-0.9659090909090909,23,-85,0.0005076496298491285
89,-0.9662921348314607,19,-86,0.0005161426376579724
90,-0.9666666666666667,93,-87,0.0005263686147112203
91,-0.967032967032967,21,-88,0.0005382740551199105
92,-0.967391304347826,35,-89,0.0005485000321731585
93,-0.967741935483871,14,-90,0.0005620326850135298
94,-0.9680851063829787,18,-91,0.0005924886925776096
95,-0.968421052631579,18,-92,0.0006043941329862999
96,-0.96875,19,-93,0.0006128871407951438
97,-0.9690721649484536,19,-94,0.0006443565295451407
98,-0.9693877551020408,15,-95,0.0006492179235551408
99,-0.9696969696969697,87,-96,0.0006502179235551407
100,-0.97,13,-97,0.0006653267659928445
101,-0.9702970297029703,38,-98,0.0006663267659928445
102,-0.9705882352941176,76,-99,0.0006711881600028446
103,-0.970873786407767,36,-100,0.0006721881600028445
104,-0.9711538461538461,42,-101,0.0007046345690957948
105,-0.9714285714285714,1,-102,0.0007380225232150827
106,-0.9716981132075472,26,-103,0.0007546577341832433
107,-0.9719626168224299,52,-104,0.0007556577341832434
108,-0.9722222222222222,18,-105,0.0007586178341832434
109,-0.9724770642201835,7,-106,0.0007929127242971719
110,-0.9727272727272728,35,-107,0.0007958728242971718
111,-0.972972972972973,57,-108,0.0007968728242971719
112,-0.9732142857142857,7,-109,0.0008149857587170839
113,-0.9734513274336283,75,-110,0.0008159857587170838
114,-0.9736842105263158,4,-111,0.0008511538232365434
115,-0.9739130434782609,71,-112,0.0008541139232365434
116,-0.9741379310344828,41,-113,0.0008551139232365433
117,-0.9658119658119658,100,-113,0.0008551139232365433
118,-0.9661016949152542,78,-114,0.0008618191735057443
119,-0.9663865546218487,6,-115,0.0008978274798328768
120,-0.9666666666666667,17,-116,0.0009007875798328768
121,-0.9669421487603306,1,-117,0.0009376040062927937
