Episode,Avg Reward,Steps,Total Reward
1,-1.0,8,-1
2,-1.0,23,-2
3,-1.0,11,-3
4,-1.0,5,-4
5,-1.0,6,-5
6,-1.0,5,-6
7,-1.0,7,-7
8,-1.0,11,-8
9,-1.0,24,-9
10,-1.0,14,-10
11,-1.0,26,-11
12,-1.0,1,-12
13,-1.0,30,-13
14,-1.0,25,-14
15,-1.0,19,-15
16,-1.0,4,-16
17,-1.0,20,-17
18,-1.0,12,-18
19,-1.0,40,-19
20,-1.0,1,-20
21,-1.0,3,-21
22,-1.0,11,-22
23,-1.0,10,-23
24,-1.0,22,-24
25,-1.0,11,-25
26,-1.0,29,-26
27,-1.0,14,-27
28,-1.0,84,-28
29,-1.0,1,-29
30,-1.0,35,-30
31,-1.0,21,-31
32,-1.0,1,-32
33,-1.0,10,-33
34,-1.0,31,-34
35,-1.0,40,-35
36,-1.0,89,-36
37,-1.0,16,-37
38,-1.0,22,-38
39,-1.0,18,-39
40,-1.0,4,-40
41,-1.0,55,-41
42,-1.0,12,-42
43,-0.9767441860465116,100,-42
44,-0.9772727272727273,34,-43
45,-0.9777777777777777,21,-44
46,-0.9782608695652174,6,-45
47,-0.9787234042553191,26,-46
48,-0.9791666666666666,13,-47
49,-0.9795918367346939,16,-48
50,-0.98,33,-49
51,-0.9803921568627451,32,-50
52,-0.9807692307692307,40,-51
53,-0.9811320754716981,4,-52
54,-0.9814814814814815,33,-53
55,-0.9818181818181818,44,-54
56,-0.9821428571428571,15,-55
57,-0.9824561403508771,1,-56
58,-0.9827586206896551,44,-57
59,-0.9830508474576272,66,-58
60,-0.9833333333333333,7,-59
61,-0.9836065573770492,9,-60
62,-0.9838709677419355,43,-61
63,-0.9841269841269841,9,-62
64,-0.984375,21,-63
65,-0.9846153846153847,22,-64
66,-0.9848484848484849,32,-65
67,-0.9850746268656716,94,-66
68,-0.9852941176470589,44,-67
69,-0.9855072463768116,40,-68
70,-0.9857142857142858,20,-69
71,-0.9859154929577465,1,-70
72,-0.9861111111111112,1,-71
73,-0.9863013698630136,17,-72
74,-0.9864864864864865,1,-73
75,-0.9866666666666667,29,-74
76,-0.9868421052631579,3,-75
77,-0.987012987012987,36,-76
78,-0.9871794871794872,19,-77
79,-0.9873417721518988,15,-78
80,-0.9875,9,-79
81,-0.9876543209876543,7,-80
82,-0.9878048780487805,95,-81
83,-0.9879518072289156,6,-82
84,-0.9880952380952381,15,-83
85,-0.9882352941176471,45,-84
86,-0.9883720930232558,98,-85
87,-0.9885057471264368,29,-86
88,-0.9886363636363636,7,-87
89,-0.9887640449438202,32,-88
90,-0.9888888888888889,34,-89
91,-0.989010989010989,22,-90
92,-0.9891304347826086,21,-91
93,-0.989247311827957,49,-92
94,-0.9893617021276596,18,-93
95,-0.9894736842105263,13,-94
96,-0.9895833333333334,17,-95
97,-0.9896907216494846,26,-96
98,-0.9795918367346939,100,-96
99,-0.9797979797979798,12,-97
100,-0.98,21,-98
101,-0.9801980198019802,5,-99
102,-0.9803921568627451,25,-100
103,-0.9805825242718447,92,-101
104,-0.9807692307692307,15,-102
105,-0.9809523809523809,9,-103
106,-0.9811320754716981,1,-104
107,-0.9813084112149533,51,-105
108,-0.9814814814814815,13,-106
109,-0.981651376146789,9,-107
110,-0.9818181818181818,33,-108
111,-0.9819819819819819,6,-109
112,-0.9821428571428571,32,-110
113,-0.9823008849557522,1,-111
114,-0.9824561403508771,18,-112
115,-0.9826086956521739,47,-113
116,-0.9827586206896551,2,-114
117,-0.9829059829059829,42,-115
118,-0.9830508474576272,6,-116
119,-0.9831932773109243,46,-117
120,-0.9833333333333333,35,-118
121,-0.9834710743801653,16,-119
122,-0.9836065573770492,17,-120
123,-0.983739837398374,10,-121
124,-0.9838709677419355,33,-122
125,-0.984,49,-123
126,-0.9841269841269841,66,-124
127,-0.984251968503937,9,-125
128,-0.984375,54,-126
129,-0.9844961240310077,49,-127
130,-0.9846153846153847,11,-128
131,-0.9847328244274809,7,-129
132,-0.9848484848484849,34,-130
133,-0.9849624060150376,1,-131
134,-0.9850746268656716,26,-132
135,-0.9851851851851852,13,-133
136,-0.9852941176470589,2,-134
137,-0.9854014598540146,61,-135
138,-0.9855072463768116,37,-136
139,-0.9784172661870504,100,-136
140,-0.9785714285714285,54,-137
141,-0.9787234042553191,61,-138
142,-0.9788732394366197,68,-139
143,-0.9790209790209791,41,-140
144,-0.9791666666666666,11,-141
145,-0.9793103448275862,62,-142
146,-0.9794520547945206,12,-143
147,-0.9795918367346939,91,-144
148,-0.9797297297297297,23,-145
149,-0.9798657718120806,42,-146
150,-0.98,4,-147
151,-0.9801324503311258,17,-148
152,-0.9802631578947368,25,-149
153,-0.9803921568627451,70,-150
154,-0.9805194805194806,20,-151
155,-0.9806451612903225,80,-152
156,-0.9807692307692307,39,-153
157,-0.9808917197452229,1,-154
158,-0.9810126582278481,70,-155
159,-0.9811320754716981,22,-156
160,-0.98125,14,-157
161,-0.9813664596273292,81,-158
162,-0.9814814814814815,26,-159
