Episode,Avg Reward,Steps,Total Reward,Q-MSE
1,-1.0,3,-1,1e-06
2,-1.0,17,-2,2e-06
3,-1.0,9,-3,3e-06
4,-1.0,11,-4,4e-06
5,-1.0,12,-5,5e-06
6,-1.0,7,-6,6e-06
7,-1.0,26,-7,7.000000000000001e-06
8,-1.0,22,-8,8e-06
9,-1.0,14,-9,9e-06
10,-1.0,28,-10,1e-05
11,-1.0,55,-11,1.1000000000000001e-05
12,-1.0,27,-12,1.2e-05
13,-1.0,19,-13,1.3000000000000001e-05
14,-1.0,9,-14,1.5960181e-05
15,-1.0,37,-15,2.0821895778100004e-05
16,-1.0,27,-16,2.1821895778100005e-05
17,-1.0,10,-17,2.2821895778100002e-05
18,-1.0,25,-18,2.3821895778100006e-05
19,-1.0,8,-19,2.6782076778100007e-05
20,-1.0,33,-20,2.7782070420282086e-05
21,-1.0,66,-21,2.87820688277955e-05
22,-1.0,50,-22,2.978206729073402e-05
23,-1.0,47,-23,3.078206110790291e-05
24,-1.0,8,-24,3.17820611074353e-05
25,-1.0,17,-25,3.278205958169743e-05
26,-1.0,5,-26,3.5742240581248246e-05
27,-1.0,45,-27,3.8702421580808006e-05
28,-0.9642857142857143,100,-27,3.870242158037653e-05
29,-0.9655172413793104,38,-28,3.970242157977682e-05
30,-0.9666666666666667,6,-29,4.266259656524043e-05
31,-0.967741935483871,13,-30,4.9368569719498885e-05
32,-0.96875,36,-31,5.232875071771658e-05
33,-0.9696969696969697,51,-32,5.332874321232486e-05
34,-0.9411764705882353,100,-32,5.332873742707507e-05
35,-0.9428571428571428,49,-33,5.4328735820015696e-05
36,-0.9444444444444444,16,-34,5.5328735818333804e-05
37,-0.9459459459459459,42,-35,5.632873421135044e-05
38,-0.9473684210526315,13,-36,5.7328734209742703e-05
39,-0.9487179487179487,43,-37,6.02889152081707e-05
40,-0.95,18,-38,6.12889136448809e-05
41,-0.9512195121951219,73,-39,6.228891203791342e-05
42,-0.9523809523809523,63,-40,6.715062681441543e-05
43,-0.9534883720930233,59,-41,7.011080781297978e-05
44,-0.9545454545454546,1,-42,7.860381562182368e-05
45,-0.9333333333333333,100,-42,7.860381244168778e-05
46,-0.9347826086956522,84,-43,8.156398557312854e-05
47,-0.9361702127659575,14,-44,8.452416657148246e-05
48,-0.9375,43,-45,8.748434756987692e-05
49,-0.9387755102040817,20,-46,8.848434756831076e-05
50,-0.94,47,-47,9.334606234476223e-05
51,-0.9411764705882353,7,-48,9.630624334327158e-05
52,-0.9423076923076923,68,-49,9.926641811046913e-05
53,-0.9433962264150944,21,-50,0.00010222659200648521
54,-0.9444444444444444,79,-51,0.00010518676868740296
55,-0.9454545454545454,36,-52,0.00011004848605740242
56,-0.9464285714285714,99,-53,0.00011491019389091483
57,-0.9473684210526315,15,-54,0.00011977191083065412
58,-0.9482758620689655,81,-55,0.00012077190275022687
59,-0.9491525423728814,7,-56,0.00012747787176322083
60,-0.9333333333333333,100,-56,0.00012747782579707577
61,-0.9344262295081968,25,-57,0.00013233982779771423
62,-0.9193548387096774,100,-57,0.0001323397878619426
63,-0.9206349206349206,43,-58,0.00013529996550779307
64,-0.90625,100,-58,0.0001352999403000074
65,-0.9076923076923077,96,-59,0.00013826010926201813
66,-0.9090909090909091,37,-60,0.0001431218197893618
67,-0.8955223880597015,100,-60,0.00014312181058139136
68,-0.8970588235294118,76,-61,0.00014798352462940366
69,-0.8840579710144928,100,-61,0.00014798350115573808
70,-0.8857142857142857,45,-62,0.00014898348777547913
71,-0.8873239436619719,80,-63,0.00015568944110635685
72,-0.8888888888888888,49,-64,0.0001605514472276152
73,-0.8767123287671232,100,-64,0.0001605513598593747
74,-0.8648648648648649,100,-64,0.00016055131676048415
75,-0.8533333333333334,100,-64,0.00016055127869229015
76,-0.8552631578947368,48,-65,0.00016725849970467888
77,-0.8571428571428571,86,-66,0.00017396526811815937
78,-0.8461538461538461,100,-66,0.00017396526051972324
79,-0.8354430379746836,100,-66,0.0001739652032181181
80,-0.825,100,-66,0.00017396514273223875
81,-0.8148148148148148,100,-66,0.00017396506938224587
82,-0.8048780487804879,100,-66,0.00017396505014323174
83,-0.7951807228915663,100,-66,0.0001739649431045859
84,-0.7857142857142857,100,-66,0.0001739648441948014
85,-0.7764705882352941,100,-66,0.00017396474502164353
