Episode,Avg Reward,Steps,Total Reward
1,-1.0,4,-1
2,-1.0,3,-2
3,-1.0,57,-3
4,-1.0,33,-4
5,-1.0,13,-5
6,-1.0,27,-6
7,-1.0,2,-7
8,-1.0,45,-8
9,-1.0,12,-9
10,-1.0,13,-10
11,-0.9090909090909091,100,-10
12,-0.9166666666666666,11,-11
13,-0.8461538461538461,100,-11
14,-0.8571428571428571,22,-12
15,-0.8666666666666667,58,-13
16,-0.875,1,-14
17,-0.8823529411764706,48,-15
18,-0.8888888888888888,4,-16
19,-0.8947368421052632,12,-17
20,-0.9,52,-18
21,-0.9047619047619048,11,-19
22,-0.9090909090909091,1,-20
23,-0.9130434782608695,2,-21
24,-0.9166666666666666,7,-22
25,-0.92,10,-23
26,-0.9230769230769231,15,-24
27,-0.9259259259259259,9,-25
28,-0.9285714285714286,55,-26
29,-0.9310344827586207,2,-27
30,-0.9333333333333333,82,-28
31,-0.9354838709677419,35,-29
32,-0.9375,94,-30
33,-0.9090909090909091,100,-30
34,-0.8823529411764706,100,-30
35,-0.8857142857142857,3,-31
36,-0.8888888888888888,16,-32
37,-0.8918918918918919,20,-33
38,-0.8947368421052632,2,-34
39,-0.8974358974358975,77,-35
40,-0.875,100,-35
41,-0.8780487804878049,62,-36
42,-0.8571428571428571,100,-36
43,-0.8604651162790697,15,-37
44,-0.8636363636363636,1,-38
45,-0.8666666666666667,20,-39
46,-0.8695652173913043,16,-40
47,-0.851063829787234,100,-40
48,-0.8541666666666666,84,-41
49,-0.8571428571428571,19,-42
50,-0.86,83,-43
51,-0.8627450980392157,15,-44
52,-0.8461538461538461,100,-44
53,-0.8490566037735849,4,-45
54,-0.8518518518518519,9,-46
55,-0.8363636363636363,100,-46
56,-0.8214285714285714,100,-46
57,-0.8245614035087719,94,-47
58,-0.8275862068965517,12,-48
59,-0.8305084745762712,53,-49
60,-0.8166666666666667,100,-49
61,-0.819672131147541,3,-50
62,-0.8225806451612904,98,-51
63,-0.8095238095238095,100,-51
64,-0.796875,100,-51
65,-0.8,56,-52
66,-0.7878787878787878,100,-52
67,-0.7761194029850746,100,-52
68,-0.7794117647058824,20,-53
69,-0.782608695652174,74,-54
70,-0.7857142857142857,16,-55
71,-0.7887323943661971,35,-56
72,-0.7777777777777778,100,-56
73,-0.7808219178082192,55,-57
74,-0.7837837837837838,89,-58
75,-0.7866666666666666,9,-59
76,-0.7763157894736842,100,-59
77,-0.7792207792207793,30,-60
78,-0.782051282051282,31,-61
79,-0.7848101265822784,40,-62
80,-0.7875,49,-63
81,-0.7777777777777778,100,-63
82,-0.7682926829268293,100,-63
83,-0.7590361445783133,100,-63
84,-0.7619047619047619,16,-64
85,-0.7647058823529411,80,-65
86,-0.7674418604651163,83,-66
87,-0.7701149425287356,24,-67
88,-0.7613636363636364,100,-67
89,-0.7640449438202247,4,-68
90,-0.7666666666666667,97,-69
91,-0.7692307692307693,64,-70
92,-0.7608695652173914,100,-70
93,-0.7526881720430108,100,-70
94,-0.7446808510638298,100,-70
95,-0.7368421052631579,100,-70
96,-0.7291666666666666,100,-70
97,-0.7216494845360825,100,-70
98,-0.7244897959183674,24,-71
99,-0.7171717171717171,100,-71
100,-0.72,98,-72
101,-0.7128712871287128,100,-72
102,-0.7058823529411765,100,-72
103,-0.6990291262135923,100,-72
104,-0.6923076923076923,100,-72
105,-0.6952380952380952,61,-73
106,-0.6981132075471698,59,-74
107,-0.6915887850467289,100,-74
108,-0.6944444444444444,25,-75
109,-0.6880733944954128,100,-75
110,-0.6909090909090909,99,-76
111,-0.6846846846846847,100,-76
112,-0.6785714285714286,100,-76
113,-0.672566371681416,100,-76
114,-0.6666666666666666,100,-76
115,-0.6608695652173913,100,-76
116,-0.6551724137931034,100,-76
117,-0.6495726495726496,100,-76
118,-0.6440677966101694,100,-76
119,-0.6470588235294118,86,-77
120,-0.65,79,-78
121,-0.6446280991735537,100,-78
122,-0.639344262295082,100,-78
123,-0.6422764227642277,97,-79
124,-0.6370967741935484,100,-79
125,-0.632,100,-79
126,-0.626984126984127,100,-79
127,-0.6220472440944882,100,-79
128,-0.6171875,100,-79
129,-0.6124031007751938,100,-79
130,-0.6153846153846154,96,-80
131,-0.6106870229007634,100,-80
132,-0.6060606060606061,100,-80
133,-0.6015037593984962,100,-80
134,-0.5970149253731343,100,-80
135,-0.5925925925925926,100,-80
136,-0.5882352941176471,100,-80
137,-0.5912408759124088,57,-81
138,-0.5869565217391305,100,-81
139,-0.5827338129496403,100,-81
140,-0.5785714285714286,100,-81
141,-0.574468085106383,100,-81
